relative_path,size_bytes
FREEZE_FAILURE_AUDIT.csv,1145
HEADLINE_POINT_WINNERS_FROM_FREEZE.csv,1013
HEADLINE_REVISION_WINNERS_FROM_FREEZE.csv,1316
MANIFEST.json,8474
MATURE_ROBUSTNESS_WINNERS_FROM_FREEZE.csv,6815
README.md,356
STATE_SPACE_CONVERGENCE_MAIN_MAX_ITER100.csv,19238
STATE_SPACE_COVARIANCE_SUMMARY_MAIN_MAX_ITER100.csv,3236
STATE_SPACE_VARIANCE_POINT_MAIN_MAX_ITER100.csv,9959
STATE_SPACE_VARIANCE_REVISION_MAIN_MAX_ITER100.csv,10668
convergence_stability/convergence_point_runs.csv,54239
convergence_stability/convergence_point_stability.csv,5688
convergence_stability/convergence_revision_runs.csv,55624
convergence_stability/convergence_revision_stability.csv,5766
initialization_audit/initialization_point_runs.csv,117688
initialization_audit/initialization_point_stability.csv,4340
initialization_audit/initialization_revision_runs.csv,120537
initialization_audit/initialization_revision_stability.csv,4434
initialization_audit/manifest.json,2117
initialization_audit/seed_1/exact_pseudo_point_gaps.csv,2726
initialization_audit/seed_1/exact_pseudo_revision_gaps.csv,2914
initialization_audit/seed_1/failures.csv,1
initialization_audit/seed_1/forecast_results.csv,374181
initialization_audit/seed_1/gdp_release_calendar_used.csv,304585
initialization_audit/seed_1/metrics_summary.csv,11949
initialization_audit/seed_1/revision_forecast_results.csv,410425
initialization_audit/seed_1/revision_metrics_summary.csv,12489
initialization_audit/seed_1/run_summary.md,46919
initialization_audit/seed_1/state_space_covariance_records.csv,1675119
initialization_audit/seed_2/exact_pseudo_point_gaps.csv,2724
initialization_audit/seed_2/exact_pseudo_revision_gaps.csv,2912
initialization_audit/seed_2/failures.csv,1
initialization_audit/seed_2/forecast_results.csv,374199
initialization_audit/seed_2/gdp_release_calendar_used.csv,304585
initialization_audit/seed_2/metrics_summary.csv,11903
initialization_audit/seed_2/revision_forecast_results.csv,410429
initialization_audit/seed_2/revision_metrics_summary.csv,12492
initialization_audit/seed_2/run_summary.md,46919
initialization_audit/seed_2/state_space_covariance_records.csv,1675545
initialization_audit/seed_3/exact_pseudo_point_gaps.csv,2725
initialization_audit/seed_3/exact_pseudo_revision_gaps.csv,2917
initialization_audit/seed_3/failures.csv,1
initialization_audit/seed_3/forecast_results.csv,374209
initialization_audit/seed_3/gdp_release_calendar_used.csv,304585
initialization_audit/seed_3/metrics_summary.csv,11968
initialization_audit/seed_3/revision_forecast_results.csv,410424
initialization_audit/seed_3/revision_metrics_summary.csv,12497
initialization_audit/seed_3/run_summary.md,46919
initialization_audit/seed_3/state_space_covariance_records.csv,1671701
initialization_audit/seed_4/exact_pseudo_point_gaps.csv,2725
initialization_audit/seed_4/exact_pseudo_revision_gaps.csv,2920
initialization_audit/seed_4/failures.csv,1
initialization_audit/seed_4/forecast_results.csv,374125
initialization_audit/seed_4/gdp_release_calendar_used.csv,304585
initialization_audit/seed_4/metrics_summary.csv,11928
initialization_audit/seed_4/revision_forecast_results.csv,410421
initialization_audit/seed_4/revision_metrics_summary.csv,12508
initialization_audit/seed_4/run_summary.md,46919
initialization_audit/seed_4/state_space_covariance_records.csv,1671729
initialization_audit/seed_5/exact_pseudo_point_gaps.csv,2728
initialization_audit/seed_5/exact_pseudo_revision_gaps.csv,2919
initialization_audit/seed_5/failures.csv,1
initialization_audit/seed_5/forecast_results.csv,374205
initialization_audit/seed_5/gdp_release_calendar_used.csv,304585
initialization_audit/seed_5/metrics_summary.csv,11953
initialization_audit/seed_5/revision_forecast_results.csv,410406
initialization_audit/seed_5/revision_metrics_summary.csv,12514
initialization_audit/seed_5/run_summary.md,46919
initialization_audit/seed_5/state_space_covariance_records.csv,1669972
mature_robustness_runs/mature_1y/evidence_dir/bootstrap_loss_difference_point.csv,88452
mature_robustness_runs/mature_1y/evidence_dir/bootstrap_loss_difference_revision.csv,91078
mature_robustness_runs/mature_1y/evidence_dir/calendar_audit.csv,313
mature_robustness_runs/mature_1y/evidence_dir/common_sample_spf_point.csv,7944
mature_robustness_runs/mature_1y/evidence_dir/common_sample_spf_revision.csv,8485
mature_robustness_runs/mature_1y/evidence_dir/cumulative_loss_point.csv,3151686
mature_robustness_runs/mature_1y/evidence_dir/cumulative_loss_revision.csv,3343249
mature_robustness_runs/mature_1y/evidence_dir/density_point_metrics.csv,12627
mature_robustness_runs/mature_1y/evidence_dir/density_point_records.csv,1992078
mature_robustness_runs/mature_1y/evidence_dir/density_revision_metrics.csv,13050
mature_robustness_runs/mature_1y/evidence_dir/density_revision_records.csv,2052993
mature_robustness_runs/mature_1y/evidence_dir/external_benchmark_coverage.csv,10951
mature_robustness_runs/mature_1y/evidence_dir/figures/point_cumulative_loss_exact_pre_second_S_release_vs_standard.png,74297
mature_robustness_runs/mature_1y/evidence_dir/figures/point_cumulative_loss_exact_pre_third_T_joint_vs_release.png,77639
mature_robustness_runs/mature_1y/evidence_dir/figures/revision_cumulative_loss_exact_delta_sa_joint_vs_release.png,94899
mature_robustness_runs/mature_1y/evidence_dir/forecast_comparison_point_clark_west.csv,6584
mature_robustness_runs/mature_1y/evidence_dir/forecast_comparison_point_dm.csv,81924
mature_robustness_runs/mature_1y/evidence_dir/forecast_comparison_revision_clark_west.csv,6817
mature_robustness_runs/mature_1y/evidence_dir/forecast_comparison_revision_dm.csv,83724
mature_robustness_runs/mature_1y/evidence_dir/journal_evidence_summary.md,9195
mature_robustness_runs/mature_1y/evidence_dir/manifest.json,10683
mature_robustness_runs/mature_1y/evidence_dir/model_confidence_set_block_bootstrap_point.csv,13758
mature_robustness_runs/mature_1y/evidence_dir/model_confidence_set_block_bootstrap_revision.csv,14686
mature_robustness_runs/mature_1y/evidence_dir/model_confidence_set_proxy_point.csv,11690
mature_robustness_runs/mature_1y/evidence_dir/model_confidence_set_proxy_revision.csv,13517
mature_robustness_runs/mature_1y/evidence_dir/release_mechanism_analysis.csv,20222
mature_robustness_runs/mature_1y/evidence_dir/revision_magnitude_bins.csv,31162
mature_robustness_runs/mature_1y/evidence_dir/revision_threshold_diagnostics.csv,24993
mature_robustness_runs/mature_1y/evidence_dir/series_coverage_audit.csv,2593
mature_robustness_runs/mature_1y/evidence_dir/target_coverage_audit.csv,1501
mature_robustness_runs/mature_1y/report_dir/convergence_diagnostics.csv,19415
mature_robustness_runs/mature_1y/report_dir/data_coverage_summary.csv,1048
mature_robustness_runs/mature_1y/report_dir/figures/exact_minus_pseudo_point_gaps.png,98911
mature_robustness_runs/mature_1y/report_dir/figures/point_rmse_by_model_exact.png,121100
mature_robustness_runs/mature_1y/report_dir/figures/point_rmse_by_model_pseudo.png,110214
mature_robustness_runs/mature_1y/report_dir/figures/revision_rmse_by_model_exact.png,110919
mature_robustness_runs/mature_1y/report_dir/headline_exact_vs_pseudo.csv,2834
mature_robustness_runs/mature_1y/report_dir/headline_point_results.csv,1013
mature_robustness_runs/mature_1y/report_dir/headline_revision_exact_vs_pseudo.csv,3072
mature_robustness_runs/mature_1y/report_dir/headline_revision_results.csv,1301
mature_robustness_runs/mature_1y/report_dir/journal_results_draft.md,18843
mature_robustness_runs/mature_1y/report_dir/latex_tables.tex,7131
mature_robustness_runs/mature_1y/report_dir/manifest.json,6639
mature_robustness_runs/mature_1y/report_dir/point_metrics_full.csv,12580
mature_robustness_runs/mature_1y/report_dir/revision_metrics_full.csv,13391
mature_robustness_runs/mature_1y/report_dir/subsample_robustness_point.csv,78599
mature_robustness_runs/mature_1y/report_dir/subsample_robustness_point_winners.csv,5513
mature_robustness_runs/mature_1y/report_dir/subsample_robustness_revision.csv,82182
mature_robustness_runs/mature_1y/report_dir/subsample_robustness_revision_winners.csv,6699
mature_robustness_runs/mature_1y/report_dir/winner_stability.csv,2396
mature_robustness_runs/mature_1y/run_dir/exact_pseudo_point_gaps.csv,2889
mature_robustness_runs/mature_1y/run_dir/exact_pseudo_revision_gaps.csv,3120
mature_robustness_runs/mature_1y/run_dir/failures.csv,1
mature_robustness_runs/mature_1y/run_dir/forecast_results.csv,1310994
mature_robustness_runs/mature_1y/run_dir/gdp_release_calendar_used.csv,304585
mature_robustness_runs/mature_1y/run_dir/metrics_summary.csv,12827
mature_robustness_runs/mature_1y/run_dir/revision_forecast_results.csv,1444717
mature_robustness_runs/mature_1y/run_dir/revision_metrics_summary.csv,13603
mature_robustness_runs/mature_1y/run_dir/run_summary.md,51421
mature_robustness_runs/mature_1y/run_dir/state_space_covariance_records.csv,5535735
mature_robustness_runs/mature_1y/variance_dir/covariance_matrix_audit.csv,3247
mature_robustness_runs/mature_1y/variance_dir/manifest.json,2027
mature_robustness_runs/mature_1y/variance_dir/variance_audit_summary.md,17592
mature_robustness_runs/mature_1y/variance_dir/variance_point_audit.csv,9950
mature_robustness_runs/mature_1y/variance_dir/variance_revision_audit.csv,10686
mature_robustness_runs/mature_3y/evidence_dir/bootstrap_loss_difference_point.csv,88476
mature_robustness_runs/mature_3y/evidence_dir/bootstrap_loss_difference_revision.csv,91191
mature_robustness_runs/mature_3y/evidence_dir/calendar_audit.csv,313
mature_robustness_runs/mature_3y/evidence_dir/common_sample_spf_point.csv,7940
mature_robustness_runs/mature_3y/evidence_dir/common_sample_spf_revision.csv,8475
mature_robustness_runs/mature_3y/evidence_dir/cumulative_loss_point.csv,3151880
mature_robustness_runs/mature_3y/evidence_dir/cumulative_loss_revision.csv,3241888
mature_robustness_runs/mature_3y/evidence_dir/density_point_metrics.csv,12618
mature_robustness_runs/mature_3y/evidence_dir/density_point_records.csv,1992002
mature_robustness_runs/mature_3y/evidence_dir/density_revision_metrics.csv,13257
mature_robustness_runs/mature_3y/evidence_dir/density_revision_records.csv,1983553
mature_robustness_runs/mature_3y/evidence_dir/external_benchmark_coverage.csv,10951
mature_robustness_runs/mature_3y/evidence_dir/figures/point_cumulative_loss_exact_pre_second_S_release_vs_standard.png,74297
mature_robustness_runs/mature_3y/evidence_dir/figures/point_cumulative_loss_exact_pre_third_T_joint_vs_release.png,76956
mature_robustness_runs/mature_3y/evidence_dir/figures/revision_cumulative_loss_exact_delta_sa_joint_vs_release.png,92422
mature_robustness_runs/mature_3y/evidence_dir/forecast_comparison_point_clark_west.csv,6575
mature_robustness_runs/mature_3y/evidence_dir/forecast_comparison_point_dm.csv,81926
mature_robustness_runs/mature_3y/evidence_dir/forecast_comparison_revision_clark_west.csv,6831
mature_robustness_runs/mature_3y/evidence_dir/forecast_comparison_revision_dm.csv,83680
mature_robustness_runs/mature_3y/evidence_dir/journal_evidence_summary.md,9195
mature_robustness_runs/mature_3y/evidence_dir/manifest.json,10683
mature_robustness_runs/mature_3y/evidence_dir/model_confidence_set_block_bootstrap_point.csv,13782
mature_robustness_runs/mature_3y/evidence_dir/model_confidence_set_block_bootstrap_revision.csv,14554
mature_robustness_runs/mature_3y/evidence_dir/model_confidence_set_proxy_point.csv,11693
mature_robustness_runs/mature_3y/evidence_dir/model_confidence_set_proxy_revision.csv,13711
mature_robustness_runs/mature_3y/evidence_dir/release_mechanism_analysis.csv,20244
mature_robustness_runs/mature_3y/evidence_dir/revision_magnitude_bins.csv,31196
mature_robustness_runs/mature_3y/evidence_dir/revision_threshold_diagnostics.csv,25370
mature_robustness_runs/mature_3y/evidence_dir/series_coverage_audit.csv,2593
mature_robustness_runs/mature_3y/evidence_dir/target_coverage_audit.csv,1501
mature_robustness_runs/mature_3y/report_dir/convergence_diagnostics.csv,19498
mature_robustness_runs/mature_3y/report_dir/data_coverage_summary.csv,1048
mature_robustness_runs/mature_3y/report_dir/figures/exact_minus_pseudo_point_gaps.png,99067
mature_robustness_runs/mature_3y/report_dir/figures/point_rmse_by_model_exact.png,119516
mature_robustness_runs/mature_3y/report_dir/figures/point_rmse_by_model_pseudo.png,119114
mature_robustness_runs/mature_3y/report_dir/figures/revision_rmse_by_model_exact.png,103593
mature_robustness_runs/mature_3y/report_dir/headline_exact_vs_pseudo.csv,2839
mature_robustness_runs/mature_3y/report_dir/headline_point_results.csv,1013
mature_robustness_runs/mature_3y/report_dir/headline_revision_exact_vs_pseudo.csv,3073
mature_robustness_runs/mature_3y/report_dir/headline_revision_results.csv,1340
mature_robustness_runs/mature_3y/report_dir/journal_results_draft.md,18826
mature_robustness_runs/mature_3y/report_dir/latex_tables.tex,7206
mature_robustness_runs/mature_3y/report_dir/manifest.json,6639
mature_robustness_runs/mature_3y/report_dir/point_metrics_full.csv,12573
mature_robustness_runs/mature_3y/report_dir/revision_metrics_full.csv,13679
mature_robustness_runs/mature_3y/report_dir/subsample_robustness_point.csv,78469
mature_robustness_runs/mature_3y/report_dir/subsample_robustness_point_winners.csv,5478
mature_robustness_runs/mature_3y/report_dir/subsample_robustness_revision.csv,82597
mature_robustness_runs/mature_3y/report_dir/subsample_robustness_revision_winners.csv,6639
mature_robustness_runs/mature_3y/report_dir/winner_stability.csv,2391
mature_robustness_runs/mature_3y/run_dir/exact_pseudo_point_gaps.csv,2893
mature_robustness_runs/mature_3y/run_dir/exact_pseudo_revision_gaps.csv,3117
mature_robustness_runs/mature_3y/run_dir/failures.csv,1
mature_robustness_runs/mature_3y/run_dir/forecast_results.csv,1310989
mature_robustness_runs/mature_3y/run_dir/gdp_release_calendar_used.csv,304585
mature_robustness_runs/mature_3y/run_dir/metrics_summary.csv,12797
mature_robustness_runs/mature_3y/run_dir/revision_forecast_results.csv,1400065
mature_robustness_runs/mature_3y/run_dir/revision_metrics_summary.csv,13872
mature_robustness_runs/mature_3y/run_dir/run_summary.md,51421
mature_robustness_runs/mature_3y/run_dir/state_space_covariance_records.csv,5531126
mature_robustness_runs/mature_3y/variance_dir/covariance_matrix_audit.csv,3242
mature_robustness_runs/mature_3y/variance_dir/manifest.json,2027
mature_robustness_runs/mature_3y/variance_dir/variance_audit_summary.md,17596
mature_robustness_runs/mature_3y/variance_dir/variance_point_audit.csv,9949
mature_robustness_runs/mature_3y/variance_dir/variance_revision_audit.csv,10883
mature_robustness_runs/mature_latest/evidence_dir/bootstrap_loss_difference_point.csv,88475
mature_robustness_runs/mature_latest/evidence_dir/bootstrap_loss_difference_revision.csv,91163
mature_robustness_runs/mature_latest/evidence_dir/calendar_audit.csv,313
mature_robustness_runs/mature_latest/evidence_dir/common_sample_spf_point.csv,7934
mature_robustness_runs/mature_latest/evidence_dir/common_sample_spf_revision.csv,8485
mature_robustness_runs/mature_latest/evidence_dir/cumulative_loss_point.csv,3151679
mature_robustness_runs/mature_latest/evidence_dir/cumulative_loss_revision.csv,3338039
mature_robustness_runs/mature_latest/evidence_dir/density_point_metrics.csv,12624
mature_robustness_runs/mature_latest/evidence_dir/density_point_records.csv,1992405
mature_robustness_runs/mature_latest/evidence_dir/density_revision_metrics.csv,13038
mature_robustness_runs/mature_latest/evidence_dir/density_revision_records.csv,2049191
mature_robustness_runs/mature_latest/evidence_dir/external_benchmark_coverage.csv,10951
mature_robustness_runs/mature_latest/evidence_dir/figures/point_cumulative_loss_exact_pre_second_S_release_vs_standard.png,74297
